手牌 (Hand),前段牌 (Front Tiles),後段牌 (Rear Tiles),前段牌型 (Front Rank),後段牌型 (Rear Rank)
"和, 短十, 短十, 短十一","和, 短十一","短十, 短十","5點","短十對"
"和, 短十, 短十, 長六","和, 長六","短十, 短十","0點","短十對"
"和, 短十, 短十, 長十","和, 長十","短十, 短十","4點","短十對"
"和, 短十, 短十, 長四","和, 長四","短十, 短十","8點","短十對"
"和, 短十, 短十, 雜七","和, 雜七","短十, 短十","1點","短十對"
"和, 短十, 短十, 雜九","和, 雜九","短十, 短十","3點","短十對"
"和, 短十, 短十, 雜五","和, 雜五","短十, 短十","9點","短十對"
"和, 短十, 短十, 雜八","和, 雜八","短十, 短十","2點","短十對"
"和, 短十, 短十一, 短十一","和, 短十","短十一, 短十一","4點","短十一對"
"和, 短十, 短十一, 長六","和, 短十一","長六, 短十","5點","6點"
"和, 短十, 短十一, 長十","長十, 短十一","和, 短十","1點","4點"
"和, 短十, 短十一, 長四","和, 短十","長四, 短十一","4點","5點"
"和, 短十, 短十一, 雜七","和, 短十一","短十, 雜七","5點","7點"
"和, 短十, 短十一, 雜九","和, 短十一","短十, 雜九","5點","9點"
"和, 短十, 短十一, 雜五","短十, 雜五","和, 短十一","5點","5點"
"和, 短十, 短十一, 雜八","和, 短十一","短十, 雜八","5點","8點"
"和, 短十, 長六, 長六","和, 短十","長六, 長六","4點","長六對"
"和, 短十, 長六, 長十","和, 長十","長六, 短十","4點","6點"
"和, 短十, 長六, 長四","長六, 短十","和, 長四","6點","8點"
"和, 短十, 長六, 雜七","長六, 雜七","和, 短十","3點","4點"
"和, 短十, 長六, 雜九","和, 短十","長六, 雜九","4點","5點"
"和, 短十, 長六, 雜五","長六, 短十","和, 雜五","6點","9點"
"和, 短十, 長六, 雜八","長六, 雜八","和, 短十","4點","4點"
"和, 短十, 長十, 長十","和, 短十","長十, 長十","4點","長十對"
"和, 短十, 長十, 長四","長四, 短十","和, 長十","4點","4點"
"和, 短十, 長十, 雜七","和, 長十","短十, 雜七","4點","7點"
"和, 短十, 長十, 雜九","和, 長十","短十, 雜九","4點","9點"
"和, 短十, 長十, 雜五","和, 長十","短十, 雜五","4點","5點"
"和, 短十, 長十, 雜八","和, 長十","短十, 雜八","4點","8點"
"和, 短十, 長四, 長四","和, 短十","長四, 長四","4點","長四對"
"和, 短十, 長四, 雜七","短十, 雜七","和, 長四","7點","8點"
"和, 短十, 長四, 雜九","和, 長四","短十, 雜九","8點","9點"
"和, 短十, 長四, 雜五","短十, 雜五","和, 長四","5點","8點"
"和, 短十, 長四, 雜八","短十, 雜八","和, 長四","8點","8點"
"和, 短十, 雜七, 雜七","和, 短十","雜七, 雜七","4點","雜七對"
"和, 短十, 雜七, 雜九","和, 短十","雜九, 雜七","4點","6點"
"和, 短十, 雜七, 雜五","短十, 雜七","和, 雜五","7點","9點"
"和, 短十, 雜七, 雜八","和, 短十","雜八, 雜七","4點","5點"
"和, 短十, 雜九, 雜九","和, 短十","雜九, 雜九","4點","雜九對"
"和, 短十, 雜九, 雜五","短十, 雜九","和, 雜五","9點","9點"
"和, 短十, 雜九, 雜八","和, 短十","雜九, 雜八","4點","7點"
"和, 短十, 雜五, 雜五","和, 短十","雜五, 雜五","4點","雜五對"
"和, 短十, 雜五, 雜八","短十, 雜八","和, 雜五","8點","9點"
"和, 短十, 雜八, 雜八","和, 短十","雜八, 雜八","4點","雜八對"
"和, 短十一, 短十一, 長六","和, 長六","短十一, 短十一","0點","短十一對"
"和, 短十一, 短十一, 長十","和, 長十","短十一, 短十一","4點","短十一對"
"和, 短十一, 短十一, 長四","和, 長四","短十一, 短十一","8點","短十一對"
"和, 短十一, 短十一, 雜七","和, 雜七","短十一, 短十一","1點","短十一對"
"和, 短十一, 短十一, 雜九","和, 雜九","短十一, 短十一","3點","短十一對"
"和, 短十一, 短十一, 雜五","和, 雜五","短十一, 短十一","9點","短十一對"
"和, 短十一, 短十一, 雜八","和, 雜八","短十一, 短十一","2點","短十一對"
"和, 短十一, 長六, 長六","和, 短十一","長六, 長六","5點","長六對"
"和, 短十一, 長六, 長十","和, 短十一","長十, 長六","5點","6點"
"和, 短十一, 長六, 長四","長六, 短十一","和, 長四","7點","8點"
"和, 短十一, 長六, 雜七","長六, 雜七","和, 短十一","3點","5點"
"和, 短十一, 長六, 雜九","長六, 雜九","和, 短十一","5點","5點"
"和, 短十一, 長六, 雜五","長六, 短十一","和, 雜五","7點","9點"
"和, 短十一, 長六, 雜八","長六, 雜八","和, 短十一","4點","5點"
"和, 短十一, 長十, 長十","和, 短十一","長十, 長十","5點","長十對"
"和, 短十一, 長十, 長四","和, 長十","長四, 短十一","4點","5點"
"和, 短十一, 長十, 雜七","和, 短十一","長十, 雜七","5點","7點"
"和, 短十一, 長十, 雜九","和, 短十一","長十, 雜九","5點","9點"
"和, 短十一, 長十, 雜五","長十, 雜五","和, 短十一","5點","5點"
"和, 短十一, 長十, 雜八","和, 短十一","長十, 雜八","5點","8點"
"和, 短十一, 長四, 長四","和, 短十一","長四, 長四","5點","長四對"
"和, 短十一, 長四, 雜七","短十一, 雜七","和, 長四","8點","8點"
"和, 短十一, 長四, 雜九","和, 雜九","長四, 短十一","3點","5點"
"和, 短十一, 長四, 雜五","短十一, 雜五","和, 長四","6點","8點"
"和, 短十一, 長四, 雜八","和, 長四","短十一, 雜八","8點","9點"
"和, 短十一, 雜七, 雜七","和, 短十一","雜七, 雜七","5點","雜七對"
"和, 短十一, 雜七, 雜九","和, 短十一","雜九, 雜七","5點","6點"
"和, 短十一, 雜七, 雜五","短十一, 雜七","和, 雜五","8點","9點"
"和, 短十一, 雜七, 雜八","雜八, 雜七","和, 短十一","5點","5點"
"和, 短十一, 雜九, 雜九","和, 短十一","雜九, 雜九","5點","雜九對"
"和, 短十一, 雜九, 雜五","雜九, 雜五","和, 短十一","4點","5點"
"和, 短十一, 雜九, 雜八","和, 短十一","雜九, 雜八","5點","7點"
"和, 短十一, 雜五, 雜五","和, 短十一","雜五, 雜五","5點","雜五對"
"和, 短十一, 雜五, 雜八","短十一, 雜八","和, 雜五","9點","9點"
"和, 短十一, 雜八, 雜八","和, 短十一","雜八, 雜八","5點","雜八對"
"和, 長六, 長六, 長十","和, 長十","長六, 長六","4點","長六對"
"和, 長六, 長六, 長四","和, 長四","長六, 長六","8點","長六對"
"和, 長六, 長六, 雜七","和, 雜七","長六, 長六","1點","長六對"
"和, 長六, 長六, 雜九","和, 雜九","長六, 長六","3點","長六對"
"和, 長六, 長六, 雜五","和, 雜五","長六, 長六","9點","長六對"
"和, 長六, 長六, 雜八","和, 雜八","長六, 長六","2點","長六對"
"和, 長六, 長十, 長十","和, 長六","長十, 長十","0點","長十對"
"和, 長六, 長十, 長四","長十, 長六","和, 長四","6點","8點"
"和, 長六, 長十, 雜七","長六, 雜七","和, 長十","3點","4點"
"和, 長六, 長十, 雜九","和, 長十","長六, 雜九","4點","5點"
"和, 長六, 長十, 雜五","長十, 長六","和, 雜五","6點","9點"
"和, 長六, 長十, 雜八","長六, 雜八","和, 長十","4點","4點"
"和, 長六, 長四, 長四","和, 長六","長四, 長四","0點","長四對"
"和, 長六, 長四, 雜七","長六, 雜七","和, 長四","3點","8點"
"和, 長六, 長四, 雜九","長六, 雜九","和, 長四","5點","8點"
"和, 長六, 長四, 雜五","長六, 長四","和, 雜五","0點","9點"
"和, 長六, 長四, 雜八","長六, 雜八","和, 長四","4點","8點"
"和, 長六, 雜七, 雜七","和, 長六","雜七, 雜七","0點","雜七對"
"和, 長六, 雜七, 雜九","長六, 雜七","和, 雜九","3點","3點"
"和, 長六, 雜七, 雜五","長六, 雜七","和, 雜五","3點","9點"
"和, 長六, 雜七, 雜八","和, 雜八","長六, 雜七","2點","3點"
"和, 長六, 雜九, 雜九","和, 長六","雜九, 雜九","0點","雜九對"
"和, 長六, 雜九, 雜五","長六, 雜九","和, 雜五","5點","9點"
"和, 長六, 雜九, 雜八","和, 雜九","長六, 雜八","3點","4點"
"和, 長六, 雜五, 雜五","和, 長六","雜五, 雜五","0點","雜五對"
"和, 長六, 雜五, 雜八","長六, 雜八","和, 雜五","4點","9點"
"和, 長六, 雜八, 雜八","和, 長六","雜八, 雜八","0點","雜八對"
"和, 長十, 長十, 長四","和, 長四","長十, 長十","8點","長十對"
"和, 長十, 長十, 雜七","和, 雜七","長十, 長十","1點","長十對"
"和, 長十, 長十, 雜九","和, 雜九","長十, 長十","3點","長十對"
"和, 長十, 長十, 雜五","和, 雜五","長十, 長十","9點","長十對"
"和, 長十, 長十, 雜八","和, 雜八","長十, 長十","2點","長十對"
"和, 長十, 長四, 長四","和, 長十","長四, 長四","4點","長四對"
"和, 長十, 長四, 雜七","長十, 雜七","和, 長四","7點","8點"
"和, 長十, 長四, 雜九","和, 長四","長十, 雜九","8點","9點"
"和, 長十, 長四, 雜五","長十, 雜五","和, 長四","5點","8點"
"和, 長十, 長四, 雜八","長十, 雜八","和, 長四","8點","8點"
"和, 長十, 雜七, 雜七","和, 長十","雜七, 雜七","4點","雜七對"
"和, 長十, 雜七, 雜九","和, 長十","雜九, 雜七","4點","6點"
"和, 長十, 雜七, 雜五","長十, 雜七","和, 雜五","7點","9點"
"和, 長十, 雜七, 雜八","和, 長十","雜八, 雜七","4點","5點"
"和, 長十, 雜九, 雜九","和, 長十","雜九, 雜九","4點","雜九對"
"和, 長十, 雜九, 雜五","長十, 雜九","和, 雜五","9點","9點"
"和, 長十, 雜九, 雜八","和, 長十","雜九, 雜八","4點","7點"
"和, 長十, 雜五, 雜五","和, 長十","雜五, 雜五","4點","雜五對"
"和, 長十, 雜五, 雜八","長十, 雜八","和, 雜五","8點","9點"
"和, 長十, 雜八, 雜八","和, 長十","雜八, 雜八","4點","雜八對"
"和, 長四, 長四, 雜七","和, 雜七","長四, 長四","1點","長四對"
"和, 長四, 長四, 雜九","和, 雜九","長四, 長四","3點","長四對"
"和, 長四, 長四, 雜五","和, 雜五","長四, 長四","9點","長四對"
"和, 長四, 長四, 雜八","和, 雜八","長四, 長四","2點","長四對"
"和, 長四, 雜七, 雜七","和, 長四","雜七, 雜七","8點","雜七對"
"和, 長四, 雜七, 雜九","雜九, 雜七","和, 長四","6點","8點"
"和, 長四, 雜七, 雜五","長四, 雜七","和, 雜五","1點","9點"
"和, 長四, 雜七, 雜八","雜八, 雜七","和, 長四","5點","8點"
"和, 長四, 雜九, 雜九","和, 長四","雜九, 雜九","8點","雜九對"
"和, 長四, 雜九, 雜五","雜九, 雜五","和, 長四","4點","8點"
"和, 長四, 雜九, 雜八","雜九, 雜八","和, 長四","7點","8點"
"和, 長四, 雜五, 雜五","和, 長四","雜五, 雜五","8點","雜五對"
"和, 長四, 雜五, 雜八","長四, 雜八","和, 雜五","2點","9點"
"和, 長四, 雜八, 雜八","和, 長四","雜八, 雜八","8點","雜八對"
"和, 雜七, 雜七, 雜九","和, 雜九","雜七, 雜七","3點","雜七對"
"和, 雜七, 雜七, 雜五","和, 雜五","雜七, 雜七","9點","雜七對"
"和, 雜七, 雜七, 雜八","和, 雜八","雜七, 雜七","2點","雜七對"
"和, 雜七, 雜九, 雜九","和, 雜七","雜九, 雜九","1點","雜九對"
"和, 雜七, 雜九, 雜五","雜九, 雜七","和, 雜五","6點","9點"
"和, 雜七, 雜九, 雜八","和, 雜九","雜八, 雜七","3點","5點"
"和, 雜七, 雜五, 雜五","和, 雜七","雜五, 雜五","1點","雜五對"
"和, 雜七, 雜五, 雜八","雜八, 雜七","和, 雜五","5點","9點"
"和, 雜七, 雜八, 雜八","和, 雜七","雜八, 雜八","1點","雜八對"
"和, 雜九, 雜九, 雜五","和, 雜五","雜九, 雜九","9點","雜九對"
"和, 雜九, 雜九, 雜八","和, 雜八","雜九, 雜九","2點","雜九對"
"和, 雜九, 雜五, 雜五","和, 雜九","雜五, 雜五","3點","雜五對"
"和, 雜九, 雜五, 雜八","雜九, 雜八","和, 雜五","7點","9點"
"和, 雜九, 雜八, 雜八","和, 雜九","雜八, 雜八","3點","雜八對"
"和, 雜五, 雜五, 雜八","和, 雜八","雜五, 雜五","2點","雜五對"
"和, 雜五, 雜八, 雜八","和, 雜五","雜八, 雜八","9點","雜八對"
"地, 地, 天, 天","地, 地","天, 天","地對","天對"
"地, 地, 天, 猴","天, 猴","地, 地","8點","地對"
"地, 地, 天, 短七","天, 短七","地, 地","9點","地對"
"地, 地, 天, 短六","天, 短六","地, 地","8點","地對"
"地, 地, 天, 短十","天, 短十","地, 地","2點","地對"
"地, 地, 天, 短十一","天, 短十一","地, 地","3點","地對"
"地, 地, 天, 長六","天, 長六","地, 地","8點","地對"
"地, 地, 天, 長十","天, 長十","地, 地","2點","地對"
"地, 地, 天, 長四","天, 長四","地, 地","6點","地對"
"地, 地, 天, 雜七","天, 雜七","地, 地","9點","地對"
"地, 地, 天, 雜九","天, 雜九","地, 地","天王","地對"
"地, 地, 天, 雜五","天, 雜五","地, 地","7點","地對"
"地, 地, 天, 雜八","天, 雜八","地, 地","天槓","地對"
"地, 地, 猴, 猴","地, 地","猴, 猴","地對","猴對"
"地, 地, 猴, 短七","地, 猴","地, 短七","8點","9點"
"地, 地, 猴, 短六","地, 短六","地, 猴","8點","8點"
"地, 地, 猴, 短十","短十, 猴","地, 地","6點","地對"
"地, 地, 猴, 短十一","短十一, 猴","地, 地","7點","地對"
"地, 地, 猴, 長六","地, 長六","地, 猴","8點","8點"
"地, 地, 猴, 長十","長十, 猴","地, 地","6點","地對"
"地, 地, 猴, 長四","地, 長四","地, 猴","6點","8點"
"地, 地, 猴, 雜七","地, 猴","地, 雜七","8點","9點"
"地, 地, 猴, 雜九","地, 猴","地, 雜九","8點","地王"
"地, 地, 猴, 雜五","地, 雜五","地, 猴","7點","8點"
"地, 地, 猴, 雜八","地, 猴","地, 雜八","8點","地槓"
"地, 地, 短七, 短七","短七, 短七","地, 地","短七對","地對"
"地, 地, 短七, 短六","地, 短六","地, 短七","8點","9點"
"地, 地, 短七, 短十","短十, 短七","地, 地","7點","地對"
"地, 地, 短七, 短十一","短十一, 短七","地, 地","8點","地對"
"地, 地, 短七, 長六","地, 長六","地, 短七","8點","9點"
"地, 地, 短七, 長十","長十, 短七","地, 地","7點","地對"
"地, 地, 短七, 長四","地, 長四","地, 短七","6點","9點"
"地, 地, 短七, 雜七","地, 短七","地, 雜七","9點","9點"
"地, 地, 短七, 雜九","地, 短七","地, 雜九","9點","地王"
"地, 地, 短七, 雜五","地, 雜五","地, 短七","7點","9點"
"地, 地, 短七, 雜八","地, 短七","地, 雜八","9點","地槓"
"地, 地, 短六, 短六","短六, 短六","地, 地","短六對","地對"
"地, 地, 短六, 短十","短十, 短六","地, 地","6點","地對"
"地, 地, 短六, 短十一","短十一, 短六","地, 地","7點","地對"
"地, 地, 短六, 長六","地, 長六","地, 短六","8點","8點"
"地, 地, 短六, 長十","長十, 短六","地, 地","6點","地對"
"地, 地, 短六, 長四","地, 長四","地, 短六","6點","8點"
"地, 地, 短六, 雜七","地, 短六","地, 雜七","8點","9點"
"地, 地, 短六, 雜九","地, 短六","地, 雜九","8點","地王"
"地, 地, 短六, 雜五","地, 雜五","地, 短六","7點","8點"
"地, 地, 短六, 雜八","地, 短六","地, 雜八","8點","地槓"
"地, 地, 短十, 短十","短十, 短十","地, 地","短十對","地對"
"地, 地, 短十, 短十一","短十一, 短十","地, 地","1點","地對"
"地, 地, 短十, 長六","長六, 短十","地, 地","6點","地對"
"地, 地, 短十, 長十","長十, 短十","地, 地","0點","地對"
"地, 地, 短十, 長四","長四, 短十","地, 地","4點","地對"
"地, 地, 短十, 雜七","短十, 雜七","地, 地","7點","地對"
"地, 地, 短十, 雜九","短十, 雜九","地, 地","9點","地對"
"地, 地, 短十, 雜五","短十, 雜五","地, 地","5點","地對"
"地, 地, 短十, 雜八","短十, 雜八","地, 地","8點","地對"
"地, 地, 短十一, 短十一","短十一, 短十一","地, 地","短十一對","地對"
"地, 地, 短十一, 長六","長六, 短十一","地, 地","7點","地對"
"地, 地, 短十一, 長十","長十, 短十一","地, 地","1點","地對"
"地, 地, 短十一, 長四","長四, 短十一","地, 地","5點","地對"
"地, 地, 短十一, 雜七","短十一, 雜七","地, 地","8點","地對"
"地, 地, 短十一, 雜九","地, 短十一","地, 雜九","3點","地王"
"地, 地, 短十一, 雜五","短十一, 雜五","地, 地","6點","地對"
"地, 地, 短十一, 雜八","短十一, 雜八","地, 地","9點","地對"
"地, 地, 長六, 長六","長六, 長六","地, 地","長六對","地對"
"地, 地, 長六, 長十","長十, 長六","地, 地","6點","地對"
"地, 地, 長六, 長四","地, 長四","地, 長六","6點","8點"
"地, 地, 長六, 雜七","地, 長六","地, 雜七","8點","9點"
